combination_signature,encounter_count,proportion_of_failed,criteria_name,site_name,total_failed_encounters,hourly_trach,paralytics_flag,red_resp_spo2_flag,red_map_flag,red_high_support_flag,red_hypertensive_flag,red_pulse_high_flag,red_pulse_low_flag,yellow_resp_spo2_flag,yellow_fio2_flag,yellow_resp_rate_flag,yellow_peep_flag,yellow_map_flag,yellow_pulse_flag,yellow_lactate_flag,green_resp_spo2_flag,green_resp_rate_flag,green_fio2_flag,green_peep_flag,green_map_flag,green_pulse_flag,green_lactate_flag,green_hr_flag
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:1|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:1,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:1|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:1,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:1|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:0|green_hr_flag:0,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:0|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:0|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:0|green_hr_flag:1,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,False,True,False,False,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:0|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:0|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:0|green_hr_flag:0,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,False,True,False,False,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:0|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:0|green_resp_rate_flag:1|green_fio2_flag:0|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:1,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,True,False,True,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:0|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:0|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:1|green_lactate_flag:1|green_hr_flag:1,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,True,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:0|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:0|green_resp_rate_flag:1|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:0,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,False,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:0|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:0|green_resp_rate_flag:1|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:1|green_lactate_flag:1|green_hr_flag:0,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:0,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:1|green_fio2_flag:1|green_peep_flag:1|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:1,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:0|green_resp_spo2_flag:1|green_resp_rate_flag:1|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:1|green_lactate_flag:1|green_hr_flag:1,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:0|green_resp_spo2_flag:1|green_resp_rate_flag:1|green_fio2_flag:1|green_peep_flag:1|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:0,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:1|green_fio2_flag:1|green_peep_flag:1|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:0|green_hr_flag:0,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:0|green_fio2_flag:0|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:0,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:0|green_resp_spo2_flag:1|green_resp_rate_flag:1|green_fio2_flag:1|green_peep_flag:1|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:1,3,0.003009027081243731,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:0|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:0,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:0|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:0|green_resp_spo2_flag:0|green_resp_rate_flag:0|green_fio2_flag:0|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:1,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,False,True,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:0|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:0|green_pulse_flag:1|green_lactate_flag:1|green_hr_flag:0,2,0.0020060180541624875,Yellow,mimic,997,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,True,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:0|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:0|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:1|green_lactate_flag:0|green_hr_flag:0,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:0|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:0|green_resp_rate_flag:1|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:0,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,False,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:0|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:0|green_resp_rate_flag:1|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:1,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,False,True,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:0|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:0|green_resp_spo2_flag:0|green_resp_rate_flag:1|green_fio2_flag:1|green_peep_flag:1|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:0,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:0|green_fio2_flag:0|green_peep_flag:0|green_map_flag:1|green_pulse_flag:1|green_lactate_flag:1|green_hr_flag:1,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:1|green_fio2_flag:0|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:1,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:0|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:0|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:0|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:1|green_lactate_flag:1|green_hr_flag:1,2,0.0020060180541624875,Yellow,mimic,997,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,True,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:0|red_map_flag:0|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:0|green_resp_spo2_flag:1|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:1,2,0.0020060180541624875,Yellow,mimic,997,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,True,False,True,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:0|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:0|green_resp_spo2_flag:0|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:0,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False,True,False,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:0|green_pulse_flag:1|green_lactate_flag:1|green_hr_flag:0,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:0|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:0,2,0.0020060180541624875,Yellow,mimic,997,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:1|green_fio2_flag:0|green_peep_flag:0|green_map_flag:1|green_pulse_flag:1|green_lactate_flag:1|green_hr_flag:0,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:1|green_fio2_flag:0|green_peep_flag:1|green_map_flag:0|green_pulse_flag:0|green_lactate_flag:0|green_hr_flag:0,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:0|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:0|green_resp_spo2_flag:1|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:1,2,0.0020060180541624875,Yellow,mimic,997,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,True,False,True,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:0|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:0|green_resp_spo2_flag:1|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:1|green_lactate_flag:1|green_hr_flag:0,2,0.0020060180541624875,Yellow,mimic,997,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:1|green_fio2_flag:0|green_peep_flag:0|green_map_flag:1|green_pulse_flag:1|green_lactate_flag:0|green_hr_flag:1,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:1|green_lactate_flag:1|green_hr_flag:1,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:1|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:0,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:0|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:0|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:0|green_resp_spo2_flag:1|green_resp_rate_flag:1|green_fio2_flag:1|green_peep_flag:1|green_map_flag:1|green_pulse_flag:0|green_lactate_flag:1|green_hr_flag:0,2,0.0020060180541624875,Yellow,mimic,997,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:1|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:1|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:0|green_fio2_flag:1|green_peep_flag:0|green_map_flag:1|green_pulse_flag:1|green_lactate_flag:0|green_hr_flag:1,2,0.0020060180541624875,Yellow,mimic,997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True
hourly_trach:1|paralytics_flag:1|red_resp_spo2_flag:0|red_map_flag:1|red_high_support_flag:1|red_hypertensive_flag:1|red_pulse_high_flag:1|red_pulse_low_flag:1|yellow_resp_spo2_flag:1|yellow_fio2_flag:0|yellow_resp_rate_flag:1|yellow_peep_flag:1|yellow_map_flag:1|yellow_pulse_flag:1|yellow_lactate_flag:1|green_resp_spo2_flag:1|green_resp_rate_flag:1|green_fio2_flag:1|green_peep_flag:0|green_map_flag:0|green_pulse_flag:1|green_lactate_flag:1|green_hr_flag:1,2,0.0020060180541624875,Yellow,mimic,997,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True
